Time taken: 4.1585 seconds
         15369055 function calls (14734139 primitive calls) in 25.680 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 quadrature.py:260(TanhSinh)
        1    0.000    0.000    0.000    0.000 __init__.py:346(NoOpLoggerProvider)
        1    0.000    0.000    0.000    0.000 profiler_util.py:1136(MemRecordsAcc)
        1    0.000    0.000    0.000    0.000 client.py:1515(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 optimizer.py:57(ArgMappingException)
        1    0.000    0.000    0.000    0.000 qs.py:36(FactorBaseElem)
        1    0.000    0.000    0.000    0.000 gbk.py:16(IncrementalEncoder)
        2    0.000    0.000    0.000    0.000 matexpr.py:486(get_postprocessor)
        1    0.000    0.000    0.000    0.000 logic.py:365(And)
        1    0.000    0.000    0.000    0.000 metrics_service_pb2_grpc.py:52(MetricsServiceServicer)
        1    0.000    0.000    0.000    0.000 bm25_tokenizer.py:260(Murmur3AbsHasher)
        1    0.000    0.000    0.000    0.000 blocks.py:2175(DatetimeLikeBlock)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 request.py:637(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1323(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1429(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:199(c_double)
        1    0.000    0.000    0.000    0.000 _queue.py:44(Semaphore)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:620(<lambda>)
        1    0.000    0.000    0.000    0.000 warnings.py:63(PydanticDeprecatedSince26)
        1    0.000    0.000    0.000    0.000 objects.py:162(VariableWindowIndexer)
        1    0.000    0.000    0.000    0.000 _native.py:268(_ModinDataFrame)
        1    0.000    0.000    0.000    0.000 constraints.py:617(_Symmetric)
        1    0.000    0.000    0.000    0.000 package_importer.py:722(_ModuleNode)
        2    0.000    0.000    0.000    0.000 arrayprint.py:567(_recursive_guard)
        1    0.000    0.000    0.000    0.000 _internal.py:257(c_void_p)
        1    0.000    0.000    0.000    0.000 protocol.py:285(UpdatesEvent)
        1    0.000    0.000    0.000    0.000 invoke_leaf_function.py:62(set_leaf_function_module_retriever)
        1    0.000    0.000    0.000    0.000 _fields.py:39(PydanticMetadata)
        1    0.000    0.000    0.000    0.000 objects.py:440(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 _native.py:197(NativeDataFrame)
        2    0.000    0.000    0.000    0.000 subprocess.py:1311(_on_error_fd_closer)
        3    0.000    0.000    0.000    0.000 types.py:972(name)
        1    0.000    0.000    0.000    0.000 stata.py:684(StataNonCatValueLabel)
        2    0.000    0.000    0.000    0.000 core.py:922(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1658(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 exc.py:254(CondOpArgsMismatchError)
        1    0.000    0.000    0.000    0.000 _vertex.py:430(ConstraintWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:209(CallbackIOWrapper)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2319(AutoModelForVideoClassification)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1009(ShiftA)
        1    0.000    0.000    0.000    0.000 __init__.py:120(PandasPendingDeprecationWarning)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:2232(_AttrProxy)
        1    0.000    0.000    0.000    0.000 argparse.py:204(_Section)
        1    0.000    0.000    0.000    0.000 types.py:32(ParamTypeInfoDict)
        1    0.000    0.000    0.000    0.000 docscrape.py:613(ObjDoc)
        1    0.000    0.000    0.000    0.000 memory.py:70(JobLibCollisionWarning)
        1    0.000    0.000    0.000    0.000 constants.py:216(StreamAttributes)
        1    0.000    0.000    0.000    0.000 argparse.py:1182(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 core.py:1334(slice)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1298(MeijerUnShiftD)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2160(AutoModelForQuestionAnswering)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:39(FixedTalbot)
        1    0.000    0.000    0.000    0.000 errors.py:85(HeaderDefect)
        1    0.000    0.000    0.000    0.000 protocol.py:361(ListCheckpointsResult)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:106(HyperbolicFunction)
        1    0.000    0.000    0.000    0.000 _base.py:19(SparseWarning)
        1    0.000    0.000    0.000    0.000 fake_profile.py:17(MissingOpProfile)
        4    0.000    0.000    0.000    0.000 _regex_core.py:3363(max_width)
        1    0.000    0.000    0.000    0.000 protocol.py:224(_CommandFields)
        1    0.000    0.000    0.000    0.000 batchnorm.py:499(LazyBatchNorm2d)
        1    0.000    0.000    0.000    0.000 __init__.py:630(AuthMetadataPlugin)
        1    0.000    0.000    0.000    0.000 stop.py:64(_stop_never)
        1    0.000    0.000    0.000    0.000 mock.py:395(_MockIter)
        1    0.000    0.000    0.000    0.000 rszeta.py:53(RSCache)
        1    0.000    0.000    0.000    0.000 convert_slow_tokenizer.py:267(SplinterConverter)
        1    0.000    0.000    0.000    0.000 wire_format.py:57(PackTag)
        1    0.000    0.000    0.000    0.000 batchnorm.py:306(BatchNorm1d)
        1    0.000    0.000    0.000    0.000 facts.py:565(InconsistentAssumptions)
        2    0.000    0.000    0.000    0.000 version.py:357(release)
        1    0.000    0.000    0.000    0.000 datapipes.py:44(ConcatDataFramesPipe)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1118(MeijerShiftA)
        1    0.000    0.000    0.000    0.000 _content.py:92(UnattachedStream)
        1    0.000    0.000    0.000    0.000 ggml.py:406(GGUFTokenizerSkeleton)
        1    0.000    0.000    0.000    0.000 loader.py:55(UnsafeLoader)
        2    0.000    0.000    0.000    0.000 type_validators.py:85(resampling_validator)
        1    0.000    0.000    0.000    0.000 exceptions.py:260(InvalidHeader)
        1    0.000    0.000    0.000    0.000 __init__.py:123(TryAgain)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:829(IdentityVectorFunction)
        1    0.000    0.000    0.000    0.000 minidom.py:1403(Notation)
        2    0.000    0.000    0.000    0.000 jsonschema.py:199(_subresources_of_with_crazy_items_dependencies)
        1    0.000    0.000    0.000    0.000 errors.py:108(BadRequestError)
        1    0.000    0.000    0.000    0.000 tool.py:16(ToolOutputMixin)
        1    0.000    0.000    0.000    0.000 errors.py:145(PydanticSchemaGenerationError)
        1    0.000    0.000    0.000    0.000 client.py:1564(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 warnings.py:58(LangGraphDeprecatedSinceV10)
        1    0.000    0.000    0.000    0.000 errors.py:67(GraphRecursionError)
        1    0.000    0.000    0.000    0.000 config.py:103(OptionError)
        1    0.000    0.000    0.000    0.000 protocol.py:169(BlockDeltaFields)
        1    0.000    0.000    0.000    0.000 __init__.py:367(OsResourceDetector)
        1    0.000    0.000    0.000    0.000 docscrape.py:100(ParseError)
        1    0.000    0.000    0.000    0.000 _translate.py:218(AllowSeries)
        1    0.000    0.000    0.000    0.000 configuration.py:23(StaticParameterError)
        1    0.000    0.000    0.000    0.000 codeprinter.py:31(AssignmentError)
        1    0.000    0.000    0.000    0.000 _translate.py:258(OnlyEagerOrInterchange)
        1    0.000    0.000    0.000    0.000 convert_slow_tokenizer.py:1363(UdopConverter)
        1    0.000    0.000    0.000    0.000 image_processing_base.py:45(BatchFeature)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2396(AutoModelForAudioXVector)
        1    0.000    0.000    0.000    0.000 ops.py:1266(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 _shgo.py:1549(LMap)
        1    0.000    0.000    0.000    0.000 _models.py:496(Proxy)
        1    0.000    0.000    0.000    0.000 lexer.py:472(default)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 <attrs generated __eq__ attr._make._CountingAttr>:1(<module>)
        1    0.000    0.000    0.000    0.000 _utils.py:215(_StoresImplementation)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:1211(SingletonConstant)
        1    0.000    0.000    0.000    0.000 cyaml.py:51(CBaseDumper)
        1    0.000    0.000    0.000    0.000 protocol.py:200(InputRespond)
        1    0.000    0.000    0.000    0.000 exc.py:82(InvalidCxxCompiler)
        1    0.000    0.000    0.000    0.000 observer.py:1689(Granularity)
        1    0.000    0.000    0.000    0.000 __init__.py:718(NameHighlightFilter)
        1    0.000    0.000    0.000    0.000 numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 compressor.py:194(__init__)
        1    0.000    0.000    0.000    0.000 convert_slow_tokenizer.py:460(HerbertConverter)
        1    0.000    0.000    0.000    0.000 frontend.py:409(Builder)
        1    0.000    0.000    0.000    0.000 singleton.py:158(Singleton)
        1    0.000    0.000    0.000    0.000 _typing.py:171(StringValuedEnumLike)
        1    0.000    0.000    0.000    0.000 optimization.py:602(MDNewton)
        1    0.000    0.000    0.000    0.000 pytables.py:356(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 logs_service_pb2_grpc.py:52(LogsServiceServicer)
        1    0.000    0.000    0.000    0.000 tarfile.py:710(ExFileObject)
        1    0.000    0.000    0.000    0.000 nodes.py:282(Stmt)
        1    0.000    0.000    0.000    0.000 errors.py:250(PathError)
        1    0.000    0.000    0.000    0.000 lambda_loss.py:34(NoWeightingScheme)
        1    0.000    0.000    0.000    0.000 exc.py:153(InductorError)
        1    0.000    0.000    0.000    0.000 solveset.py:68(NonlinearError)
        1    0.000    0.000    0.000    0.000 galois_resolvents.py:39(GaloisGroupException)
        1    0.000    0.000    0.000    0.000 integer.py:74(IntegerArray)
        1    0.000    0.000    0.000    0.000 frequencies.py:432(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 core.py:932(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 cpp_message.py:26(GeneratedProtocolMessageType)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1376(_NullDecorator)
        1    0.000    0.000    0.000    0.000 calendar.py:40(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:120(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 client.py:1559(LineTooLong)
        1    0.000    0.000    0.000    0.000 overrides.py:2136(BaseTorchFunctionMode)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2230(AutoModelForZeroShotImageClassification)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 lambda_loss.py:41(NDCGLoss1Scheme)
        1    0.000    0.000    0.000    0.000 functions.py:1429(ContextlibContextManagerLocalGeneratorObjectVariable)
        1    0.000    0.000    0.000    0.000 synchronize.py:166(Lock)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2239(AutoModelForImageSegmentation)
        1    0.000    0.000    0.000    0.000 base.py:169(AttributeMutation)
        1    0.000    0.000    0.000    0.000 exc.py:154(InvalidBackend)
        1    0.000    0.000    0.000    0.000 mock.py:41(InvalidSpecError)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2408(AutoBackbone)
        1    0.000    0.000    0.000    0.000 activations.py:224(ClassInstantier)
        1    0.000    0.000    0.000    0.000 core.py:89(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 _exceptions.py:222(LocalProtocolError)
        3    0.000    0.000    0.000    0.000 types.py:982(validate_config)
        1    0.000    0.000    0.000    0.000 manager.py:683(AsyncParentRunManager)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:366(ObjectiveFunWrapper)
        1    0.000    0.000    0.000    0.000 tasks.py:954(create_eager_task_factory)
        1    0.000    0.000    0.000    0.000 __init__.py:694(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1129(MeijerShiftB)
        1    0.000    0.000    0.000    0.000 _axis_nan_policy.py:41(SmallSampleWarning)
        1    0.000    0.000    0.000    0.000 cp950.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 fused.py:144(ConvBnReLU1d)
        1    0.000    0.000    0.000    0.000 systems.py:32(ODEOrderError)
        1    0.000    0.000    0.000    0.000 datapipe.py:425(_MapDataPipeSerializationWrapper)
        1    0.000    0.000    0.000    0.000 decoders.py:334(ExtensionsDecoder)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2305(AutoModelForTextRecognition)
        1    0.000    0.000    0.000    0.000 case.py:26(SkipTest)
        1    0.000    0.000    0.000    0.000 protocol.py:281(ValuesEvent)
        1    0.000    0.000    0.000    0.000 squad.py:579(SquadV1Processor)
        1    0.000    0.000    0.000    0.000 context.py:383(LokyInitMainContext)
        1    0.000    0.000    0.000    0.000 profiler_util.py:1127(StringTable)
        5    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._IsCallableValidator>:9(__init__)
        1    0.000    0.000    0.000    0.000 fake_class_registry.py:166(has_impl)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:198(__init__)
        1    0.000    0.000    0.000    0.000 progress.py:829(TotalFileSizeColumn)
        1    0.000    0.000    0.000    0.000 exceptions.py:245(InvalidStatus)
        1    0.000    0.000    0.000    0.000 pool.py:794(MapResult)
        1    0.000    0.000    0.000    0.000 loader.py:31(SafeLoader)
        1    0.000    0.000    0.000    0.000 protocol.py:293(CustomEvent)
        1    0.000    0.000    0.000    0.000 errors.py:55(SymbolicValueError)
        1    0.000    0.000    0.000    0.000 __init__.py:257(c_wchar_p)
        5    0.000    0.000    0.000    0.000 _regex_core.py:2037(max_width)
        1    0.000    0.000    0.000    0.000 schemas.py:1429(TraceFn)
        1    0.000    0.000    0.000    0.000 pytables.py:3505(FrameFixed)
        1    0.000    0.000    0.000    0.000 group_by.py:178(EagerGroupBy)
        4    0.000    0.000    0.000    0.000 _pep440.py:426(_parse_local_version)
        1    0.000    0.000    0.000    0.000 activation.py:1830(Softmax2d)
        1    0.000    0.000    0.000    0.000 logging.py:132(get_log_levels_dict)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3987(Skip)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 errors.py:533(JsonTypeError)
        1    0.000    0.000    0.000    0.000 diophantine.py:918(InhomogeneousGeneralQuadratic)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:427(_VectorJacWrapper)
        1    0.000    0.000    0.000    0.000 sampling.py:393(_AlwaysOn)
        1    0.000    0.000    0.000    0.000 modeling_auto.py:2151(AutoModelForSequenceClassification)
